match_event_id,location_x,location_y,remaining_min,power_of_shot,remaining_sec,distance_of_shot,area_of_shot,shot_basics,range_of_shot,shot_id_number,type_of_shot,type_of_combined_shot,lat,lng,date
229,1.32581809037859,0.5225445740086175,8,3.0,59,40.0,4,4,0,43,0.21656894161404308,3,1.8430667440595818,-2.1053063510406185,6833
233,0.3861882520928479,-0.9151532165459098,8,3.0,29,25.0,0,1,4,44,0.21656894161404308,3,1.8430667440595818,-2.1053063510406185,6833
289,-0.10688483136402668,-1.049175891936586,3,3.0,21,20.0,0,0,4,46,0.6470950125000232,3,1.8430667440595818,-2.1053063510406185,6833
295,-0.10688483136402668,0.012368174086644788,2,3.0,55,33.44888431,0,0,4,47,0.21656894161404308,1,1.8430667440595818,-2.1053063510406185,6833
300,-0.06036850273601965,-0.9882564940317331,2,3.0,28,20.0,0,0,4,48,-1.6777457702842697,3,1.8430667440595818,-2.1053063510406185,6833
398,1.0560233843361493,0.3641541394560001,4,4.0,55,37.0,4,4,0,49,0.21656894161404308,3,1.8430667440595818,-2.1053063510406185,6833
445,-0.06036850273601965,-0.9882564940317331,1,4.0,8,20.0,0,0,4,51,0.6470950125000232,3,1.8430667440595818,-2.1053063510406185,6833
254,-0.18131095716883794,-0.9882564940317331,1,4.0,6,21.0,0,0,4,52,0.6470950125000232,3,1.8430667440595818,-2.1053063510406185,6833
7,0.15360660895281272,-0.2450398395925284,10,1.0,33,27.0,0,1,4,53,-0.5583779859807212,3,0.5614983849498524,0.7734933492541374,6832
11,-1.827988990600287,-1.1466469285843506,10,1.0,4,38.0,2,4,0,54,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6832
80,-1.5116779559298392,1.2657612284478221,2,1.0,33,44.0,1,5,1,56,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6832
105,-0.06036850273601965,1.6800131342008218,5,2.0,26,42.0,0,4,0,57,0.4748845841456312,3,0.5614983849498524,0.7734933492541374,6832
132,-0.06967176846162106,-1.0979114102604683,8,2.0,40,20.0,0,0,4,58,0.21656894161404308,4,0.5614983849498524,0.7734933492541374,6832
190,-0.06967176846162106,-1.0979114102604683,4,2.0,5,20.0,0,0,4,59,0.21656894161404308,1,0.5614983849498524,0.7734933492541374,6832
214,-0.3766795374064675,0.21794758448435325,2,2.0,2,31.0,0,1,2,61,0.38877936996843515,3,0.5614983849498524,0.7734933492541374,6832
260,-0.06967176846162106,0.012368174086644788,5,3.0,32,20.0,0,0,4,63,0.21656894161404308,4,0.5614983849498524,0.7734933492541374,6832
353,-0.0009776075486898122,-0.8420499390600863,0,3.0,37,25.0,0,1,4,64,0.21656894161404308,4,0.5614983849498524,0.7734933492541374,6832
369,1.0560233843361493,-0.7811305411552334,0,3.0,1,32.0,5,4,2,65,1.0776210833860034,3,0.5614983849498524,0.7734933492541374,6832
28,2.079382614152304,-0.40343027414514576,8,1.0,17,43.0,5,6,1,68,-0.9027988426895054,3,-2.1464802224080093,-0.5592309173277884,6830
33,-0.06967176846162106,-1.0979114102604683,7,1.0,53,20.0,0,0,4,69,-2.366587483701838,3,-2.1464802224080093,-0.5592309173277884,6830
41,-0.0009776075486898122,-1.0979114102604683,7,1.0,1,20.0,0,0,4,70,0.21656894161404308,1,-2.1464802224080093,-0.5592309173277884,6830
131,-0.06967176846162106,0.012368174086644788,7,2.0,56,20.0,0,0,4,73,0.21656894161404308,4,-2.1464802224080093,-0.5592309173277884,6830
186,0.40479478354405074,-0.40343027414514576,2,2.0,40,27.0,0,4,4,74,-2.711008340410622,3,-2.1464802224080093,-0.5592309173277884,6830
201,1.483973607713814,1.21702571012394,0,2.0,28,45.0,4,5,1,75,-2.624903126233426,3,-2.1464802224080093,-0.5592309173277884,6830
225,0.07918048314800147,-0.40343027414514576,9,3.0,10,33.44888431,0,1,4,77,-2.624903126233426,3,-2.1464802224080093,-0.5592309173277884,6830
236,-0.8511460894121393,0.2423153436462944,7,3.0,24,33.0,2,4,2,78,0.38877936996843515,3,-2.1464802224080093,-0.5592309173277884,6830
306,-0.7302036349793211,-0.5861884678597044,0,3.0,1,28.0,2,1,2,79,-2.5387979120562303,3,-2.1464802224080093,-0.5592309173277884,6830
368,0.20942620330642117,0.5225445740086175,5,4.0,1,33.0,0,1,2,81,-0.9889040568667015,3,-2.1464802224080093,-0.5592309173277884,6830
425,-0.06036850273601965,0.8027738043709406,0,4.0,46,35.0,0,4,2,82,0.21656894161404308,3,-2.1464802224080093,-0.5592309173277884,6830
2,1.1583593073177647,1.4728871813243218,11,1.0,41,44.0,4,5,1,83,-1.4194301277526815,3,-2.2068724528517336,-0.7352041101477367,6830
11,-0.1440978942664323,-1.049175891936586,5,1.0,59,20.0,0,0,4,84,-1.6777457702842697,3,-2.2068724528517336,-0.7352041101477367,6829
44,-0.33946647450406187,1.1926579509619988,5,1.0,54,39.0,0,4,0,88,-1.849956198638662,3,-2.2068724528517336,-0.7352041101477367,6829
70,1.232785433122576,-0.17193656210670497,2,1.0,24,35.0,5,4,2,89,0.21656894161404308,3,-2.2068724528517336,-0.7352041101477367,6829
74,1.232785433122576,-1.0979114102604683,1,1.0,48,34.0,5,4,2,90,-1.4194301277526815,3,-2.2068724528517336,-0.7352041101477367,6829
254,-0.07897503418722246,0.8027738043709406,1,1.0,25,35.0,0,4,2,91,0.21656894161404308,3,-2.2068724528517336,-0.7352041101477367,6829
101,0.9536874613545337,-0.17193656210670497,5,2.0,57,33.0,5,4,2,93,0.21656894161404308,3,-2.2068724528517336,-0.7352041101477367,6829
115,1.1583593073177647,-0.0379138867160287,9,2.0,37,35.0,5,4,2,94,1.5081471542719835,3,-2.2068724528517336,-0.7352041101477367,6829
184,-0.6092611805465028,1.9602423645631448,3,2.0,50,45.0,0,5,1,96,0.21656894161404308,3,-2.2068724528517336,-0.7352041101477367,6829
215,-1.8652020535026927,0.7296705268851171,0,2.0,28,44.0,1,5,1,98,1.6803575826263757,3,-2.2068724528517336,-0.7352041101477367,6829
217,1.232785433122576,-1.0979114102604683,0,3.0,48,34.0,5,4,2,99,0.21656894161404308,3,-2.2068724528517336,-0.7352041101477367,6829
228,-0.0009776075486898122,-0.9882564940317331,11,3.0,28,24.0,0,1,4,100,0.21656894161404308,3,-2.2068724528517336,-0.7352041101477367,6829
241,0.15360660895281272,0.7296705268851171,9,3.0,20,35.0,0,4,2,101,-2.711008340410622,3,-2.2068724528517336,-0.7352041101477367,6829
253,-0.07897503418722246,-1.0979114102604683,7,3.0,53,20.0,0,0,4,102,0.21656894161404308,1,-2.2068724528517336,-0.7352041101477367,6829
262,1.0374168528849463,0.5225445740086175,6,3.0,40,37.0,4,4,0,103,1.938673225157964,3,-2.2068724528517336,-0.7352041101477367,6829
300,1.0374168528849463,-0.8664176982220274,3,3.0,0,32.0,5,4,4,105,-1.4194301277526815,3,-2.2068724528517336,-0.7352041101477367,6829
314,-1.8652020535026927,-0.5861884678597044,0,3.0,48,39.0,2,4,0,106,0.21656894161404308,3,-2.2068724528517336,-0.7352041101477367,6829
322,-1.6140138789114549,-0.42779803330708693,0,3.0,21,37.0,2,4,0,107,0.21656894161404308,3,-2.2068724528517336,-0.7352041101477367,6829
339,0.15360660895281272,0.3154186211321178,10,4.0,39,31.0,0,1,2,108,0.21656894161404308,3,-2.2068724528517336,-0.7352041101477367,6829
365,-0.6743840406257126,0.8027738043709406,7,4.0,8,36.0,1,4,0,109,0.21656894161404308,3,-2.2068724528517336,-0.7352041101477367,6829
370,-1.6140138789114549,-0.7811305411552334,6,4.0,25,36.0,2,4,0,110,0.21656894161404308,3,-2.2068724528517336,-0.7352041101477367,6829
379,-0.6092611805465028,-0.17193656210670497,5,4.0,14,29.0,2,1,2,111,0.21656894161404308,3,-2.2068724528517336,-0.7352041101477367,6829
395,-0.41389260030887315,-0.2450398395925284,3,4.0,38,27.0,0,1,4,112,0.21656894161404308,3,-2.2068724528517336,-0.7352041101477367,6829
4,-0.9441787466681534,1.1926579509619988,11,1.0,9,41.0,1,4,0,114,-1.2472196993982896,3,0.5614983849498524,0.7734933492541374,6825
11,-0.06967176846162106,-1.0979114102604683,10,1.0,17,20.0,0,0,4,115,-2.366587483701838,3,0.5614983849498524,0.7734933492541374,6825
19,-0.06967176846162106,-1.0979114102604683,5,1.0,23,20.0,0,0,4,116,1.2498315117403955,3,0.5614983849498524,0.7734933492541374,6825
20,-0.06967176846162106,0.012368174086644788,9,1.0,21,20.0,0,0,4,117,0.21656894161404308,5,0.5614983849498524,0.7734933492541374,6825
111,-0.06967176846162106,-1.0979114102604683,3,1.0,2,20.0,0,0,4,118,0.21656894161404308,1,0.5614983849498524,0.7734933492541374,6825
130,-0.0009776075486898122,-1.0979114102604683,0,1.0,44,20.0,0,0,4,119,0.21656894161404308,4,0.5614983849498524,0.7734933492541374,6825
135,0.7211058182144985,0.620015610656382,0,1.0,21,36.0,4,4,0,120,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6825
170,-0.0009776075486898122,0.8271415635328817,8,2.0,50,38.0,1,4,0,121,0.38877936996843515,3,0.5614983849498524,0.7734933492541374,6825
236,-0.0009776075486898122,0.012368174086644788,0,2.0,28,20.0,0,0,4,124,1.938673225157964,3,0.5614983849498524,0.7734933492541374,6825
240,-0.06036850273601965,2.264839354087409,0,2.0,4,47.0,0,5,4,125,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6825
274,1.3723344190065971,-1.1953824469082328,8,3.0,38,35.0,5,4,2,127,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6825
307,-1.5116779559298392,-0.9395209757078509,5,3.0,18,35.0,2,4,2,128,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6825
309,-0.8511460894121393,0.5225445740086175,4,3.0,34,35.0,2,4,2,129,0.9054106550316113,3,0.5614983849498524,0.7734933492541374,6825
317,-1.7256530676186717,-1.1953824469082328,3,3.0,51,37.0,2,4,0,130,-1.6777457702842697,3,0.5614983849498524,0.7734933492541374,6825
320,0.07918048314800147,-0.013546127554087564,3,3.0,40,29.0,0,1,2,131,-0.9027988426895054,3,0.5614983849498524,0.7734933492541374,6825
322,-0.5162285232904886,0.1935798253224121,3,3.0,33,31.0,0,1,2,132,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6825
362,-1.1767603898081886,0.5225445740086175,0,3.0,14,37.0,1,4,0,135,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6825
381,0.014057623068791611,-0.6105562270216455,10,4.0,52,24.0,0,1,4,136,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6825
426,-0.8511460894121393,-0.09883328462088155,6,4.0,34,31.0,2,4,2,137,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6825
444,0.014057623068791611,-0.37906251498320465,4,4.0,57,25.0,0,1,4,138,-1.2472196993982896,3,0.5614983849498524,0.7734933492541374,6825
254,-0.06967176846162106,-1.0979114102604683,3,4.0,28,20.0,0,0,4,139,0.21656894161404308,1,0.5614983849498524,0.7734933492541374,6825
488,0.014057623068791611,-0.37906251498320465,1,4.0,38,25.0,0,1,4,140,1.0776210833860034,3,0.5614983849498524,0.7734933492541374,6825
493,-0.06967176846162106,-1.0979114102604683,1,4.0,3,20.0,0,0,4,142,0.21656894161404308,5,0.5614983849498524,0.7734933492541374,6825
34,-0.06967176846162106,-1.0979114102604683,7,1.0,43,20.0,0,0,4,143,-2.366587483701838,3,0.5614983849498524,0.7734933492541374,6823
77,-0.06967176846162106,-1.0979114102604683,3,1.0,8,20.0,0,0,4,145,0.21656894161404308,1,0.5614983849498524,0.7734933492541374,6823
86,1.1304495101409604,-1.1466469285843506,2,1.0,25,32.0,5,4,2,146,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6823
93,-0.981391809570559,0.08392490909367699,0,1.0,48,33.0,2,4,2,147,-2.711008340410622,3,0.5614983849498524,0.7734933492541374,6823
108,1.483973607713814,-0.14756880294476382,11,2.0,16,38.0,5,4,0,148,-1.7638509844614658,3,0.5614983849498524,0.7734933492541374,6823
118,0.9350809299033309,1.9358746054012037,10,2.0,19,47.0,4,5,1,149,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6823
129,0.8606548040985197,1.0342675164093815,9,2.0,7,40.0,4,4,0,151,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6823
199,-0.06967176846162106,-1.0979114102604683,1,2.0,54,20.0,0,0,4,154,0.6470950125000232,3,0.5614983849498524,0.7734933492541374,6823
219,-0.06967176846162106,-1.0979114102604683,5,2.0,28,20.0,0,0,4,155,-2.366587483701838,3,0.5614983849498524,0.7734933492541374,6823
243,1.0002037899825407,0.961164238923558,10,3.0,23,40.0,4,4,0,157,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6823
303,-0.06036850273601965,-0.22067208043058725,5,3.0,23,27.0,0,1,4,158,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6823
352,-0.06967176846162106,-1.0979114102604683,0,3.0,37,20.0,0,0,4,160,0.04435851325965101,3,0.5614983849498524,0.7734933492541374,6823
360,0.981597258531338,1.7043808933627629,5,3.0,43,45.0,4,5,1,161,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6823
368,-0.06967176846162106,-1.0979114102604683,10,4.0,28,20.0,0,0,4,162,0.21656894161404308,4,0.5614983849498524,0.7734933492541374,6823
371,-0.06967176846162106,-1.0979114102604683,10,4.0,11,20.0,0,0,4,163,-1.6777457702842697,3,0.5614983849498524,0.7734933492541374,6823
416,-0.06967176846162106,-1.0979114102604683,5,4.0,37,20.0,0,0,4,164,0.6470950125000232,3,0.5614983849498524,0.7734933492541374,6823
2,0.8420482726473169,1.2657612284478221,11,1.0,42,41.0,4,4,0,166,1.938673225157964,3,-0.34145309436499005,-2.01292766519151,6821
5,-1.1581538583569857,1.1439224326381165,5,1.0,7,41.0,1,4,0,167,0.21656894161404308,3,-0.34145309436499005,-2.01292766519151,6821
24,-0.0009776075486898122,-1.1222791694224095,8,1.0,53,36.0,2,4,0,168,0.21656894161404308,3,-0.34145309436499005,-2.01292766519151,6821
31,0.5815568323304775,-0.6592917453455277,8,1.0,16,27.0,0,1,4,169,0.21656894161404308,3,-0.34145309436499005,-2.01292766519151,6821
34,-0.06967176846162106,-1.0979114102604683,7,1.0,43,33.44888431,0,0,4,170,0.21656894161404308,4,-0.34145309436499005,-2.01292766519151,6821
70,-0.41389260030887315,-0.5861884678597044,2,1.0,47,25.0,0,1,4,171,-1.6777457702842697,3,-0.34145309436499005,-2.01292766519151,6821
79,1.4467605448114083,0.3154186211321178,1,1.0,28,40.0,5,4,0,173,-2.5387979120562303,3,-0.34145309436499005,-2.01292766519151,6821
139,0.981597258531338,1.0830030347332638,8,2.0,13,41.0,4,4,0,174,-1.7638509844614658,3,-0.34145309436499005,-2.01292766519151,6821
150,1.5025801391650169,-1.1222791694224095,6,2.0,27,36.0,5,4,0,175,0.21656894161404308,3,-0.34145309436499005,-2.01292766519151,6821
200,0.776925412568107,0.8027738043709406,0,2.0,52,38.0,0,4,0,176,0.21656894161404308,3,-0.34145309436499005,-2.01292766519151,6821
209,1.1769658387689674,0.035189390769794715,0,2.0,19,36.0,5,4,0,177,0.21656894161404308,3,-0.34145309436499005,-2.01292766519151,6821
212,0.3675817206416451,0.01623304778804228,0,2.0,0,33.46621832975848,3,3,3,178,0.21656894161404308,3,-0.34145309436499005,-2.01292766519151,6821
240,0.03266415451999443,0.5712800923324998,8,3.0,52,33.0,0,1,4,179,0.21656894161404308,3,-0.34145309436499005,-2.01292766519151,6821
304,1.781678110933059,-0.9395209757078509,2,3.0,55,39.0,5,4,0,180,0.38877936996843515,3,-0.34145309436499005,-2.01292766519151,6821
323,-0.0009776075486898122,1.7774841708485862,0,3.0,1,44.0,4,5,1,181,0.21656894161404308,3,-0.34145309436499005,-2.01292766519151,6821
341,0.03266415451999443,1.9115068462392626,5,4.0,18,44.0,0,5,1,183,0.21656894161404308,3,-0.34145309436499005,-2.01292766519151,6821
254,-1.0279081381985662,1.7043808933627629,5,4.0,43,45.0,1,5,4,184,0.21656894161404308,3,-0.34145309436499005,-2.01292766519151,6821
437,-0.3580730059552647,1.9115068462392626,0,4.0,2,44.0,0,5,1,185,-0.6444832001579173,3,-0.34145309436499005,-2.01292766519151,6821
478,-0.16270442571763513,0.10829266825561813,2,3.0,5,29.0,0,1,2,186,1.2498315117403955,3,-0.34145309436499005,-2.01292766519151,6821
480,0.051270685971197244,0.1204765478365887,2,3.0,28,30.0,0,1,2,187,-2.366587483701838,3,-0.34145309436499005,-2.01292766519151,6821
498,-0.7488101664305239,1.3388645059336457,0,3.0,24,41.0,1,4,0,188,-1.7638509844614658,3,-0.34145309436499005,-2.01292766519151,6821
18,-0.0009776075486898122,1.1439224326381165,10,1.0,5,39.0,1,4,0,189,1.5081471542719835,3,-0.10165341990174996,-1.0934563414339427,6819
25,1.6793421879514434,1.0586352755713226,9,1.0,7,45.0,4,4,1,190,0.21656894161404308,3,-0.10165341990174996,-1.0934563414339427,6819
31,-0.06967176846162106,-1.0979114102604683,8,1.0,15,20.0,0,0,4,191,-2.366587483701838,3,-0.10165341990174996,-1.0934563414339427,6819
254,-1.2604897813386013,0.5712800923324998,4,1.0,22,38.0,1,4,0,194,-2.452692697879034,3,-0.10165341990174996,-1.0934563414339427,6819
73,-0.06967176846162106,-1.0979114102604683,4,1.0,9,20.0,0,0,4,195,-2.624903126233426,3,-0.10165341990174996,-1.0934563414339427,6819
112,-0.06036850273601965,0.035189390769794715,11,2.0,19,29.0,0,1,2,197,0.21656894161404308,3,-0.10165341990174996,-1.0934563414339427,6819
158,1.0002037899825407,0.8515093226948228,6,2.0,51,39.0,4,4,0,198,0.21656894161404308,3,-0.10165341990174996,-1.0934563414339427,6819
162,1.4095474819090028,1.3388645059336457,6,2.0,11,45.0,4,5,1,199,1.8525680109807678,3,-0.10165341990174996,-1.0934563414339427,6819
238,1.483973607713814,-1.0979114102604683,0,2.0,28,36.0,5,4,0,200,0.21656894161404308,3,-0.10165341990174996,-1.0934563414339427,6819
246,-1.5768008160090492,1.8871390870773215,11,3.0,17,49.0,1,5,1,201,0.21656894161404308,3,-0.10165341990174996,-1.0934563414339427,6819
269,1.483973607713814,-1.1710146877462917,8,3.0,35,36.0,5,4,0,203,0.21656894161404308,3,-0.10165341990174996,-1.0934563414339427,6819
285,-0.10688483136402668,0.7296705268851171,6,3.0,24,35.0,0,4,2,204,0.21656894161404308,3,-0.10165341990174996,-1.0934563414339427,6819
311,2.1352022085059126,-0.8664176982220274,3,3.0,21,33.44888431,5,6,4,206,-2.280482269524642,3,-0.10165341990174996,-1.0934563414339427,6819
333,-2.2001196196243433,-0.8664176982220274,0,3.0,47,33.44888431,2,2,1,207,0.38877936996843515,3,-0.10165341990174996,-1.0934563414339427,6819
350,-0.06967176846162106,-1.0979114102604683,11,4.0,10,20.0,0,0,4,208,-2.366587483701838,3,-0.10165341990174996,-1.0934563414339427,6819
398,-0.06967176846162106,-1.0979114102604683,7,4.0,10,20.0,0,0,4,209,-0.6444832001579173,3,-0.10165341990174996,-1.0934563414339427,6819
448,0.274549063385631,-0.09883328462088155,1,4.0,18,28.0,0,1,2,212,0.21656894161404308,3,-0.10165341990174996,-1.0934563414339427,6819
450,-0.4604089289368802,-0.0379138867160287,0,4.0,46,29.0,0,1,2,213,0.21656894161404308,3,-0.10165341990174996,-1.0934563414339427,6819
17,0.19081967185521836,1.9115068462392626,9,1.0,3,44.0,0,5,1,214,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6818
48,-0.004548908382411203,0.012368174086644788,6,1.0,10,29.0,0,1,2,215,0.8193054408544154,3,0.5614983849498524,0.7734933492541374,6818
83,-0.06967176846162106,-1.0979114102604683,3,1.0,10,20.0,0,0,4,216,-1.6777457702842697,3,0.5614983849498524,0.7734933492541374,6818
114,-0.06967176846162106,-1.0979114102604683,0,1.0,13,20.0,0,0,4,217,0.6470950125000232,3,0.5614983849498524,0.7734933492541374,6818
153,-0.06967176846162106,-1.0979114102604683,7,2.0,28,20.0,0,0,4,218,-1.6777457702842697,3,0.5614983849498524,0.7734933492541374,6818
166,1.0002037899825407,0.5469123331705587,6,2.0,3,37.0,4,4,0,219,1.938673225157964,3,0.5614983849498524,0.7734933492541374,6818
213,1.2513919645737788,1.1439224326381165,0,3.0,44,43.0,4,4,0,220,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6818
224,-0.06967176846162106,-1.0979114102604683,11,3.0,24,20.0,0,0,4,221,0.21656894161404308,1,0.5614983849498524,0.7734933492541374,6818
229,-0.06967176846162106,-1.0979114102604683,10,3.0,19,20.0,0,0,4,222,0.6470950125000232,3,0.5614983849498524,0.7734933492541374,6818
231,0.6652862238608901,0.8880609614377346,9,3.0,45,38.0,4,4,0,223,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6818
251,1.2513919645737788,0.620015610656382,7,3.0,22,40.0,4,4,0,224,1.1637262975631995,3,0.5614983849498524,0.7734933492541374,6818
257,0.20942620330642117,0.42507353736085296,5,3.0,43,32.0,0,1,2,225,0.7332002266772193,3,0.5614983849498524,0.7734933492541374,6818
276,-0.6278677119977055,0.08392490909367699,4,3.0,55,31.0,2,1,2,226,1.0776210833860034,3,0.5614983849498524,0.7734933492541374,6818
302,-0.06967176846162106,-1.0979114102604683,1,3.0,34,20.0,0,0,4,227,0.21656894161404308,4,0.5614983849498524,0.7734933492541374,6818
330,1.0002037899825407,1.8871390870773215,11,4.0,13,47.0,4,5,1,229,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6818
334,-1.297702844241007,1.1439224326381165,10,4.0,52,33.44888431,1,4,0,230,0.4748845841456312,3,0.5614983849498524,0.7734933492541374,6818
342,-0.06967176846162106,-1.0979114102604683,10,4.0,12,20.0,0,0,4,231,0.21656894161404308,4,0.5614983849498524,0.7734933492541374,6818
344,-0.06967176846162106,-1.0979114102604683,10,4.0,8,20.0,0,0,4,232,0.21656894161404308,4,0.5614983849498524,0.7734933492541374,6818
437,-0.30225341160165625,-0.17193656210670497,2,4.0,28,28.0,0,1,2,233,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6818
440,-1.4186452986738252,0.21794758448435325,1,4.0,37,38.0,1,4,0,234,-1.7638509844614658,3,0.5614983849498524,0.7734933492541374,6818
454,-2.004751039386714,-1.4512439181086147,0,4.0,31,41.0,2,4,0,235,1.1637262975631995,3,0.5614983849498524,0.7734933492541374,6818
10,-1.046514669649769,0.705302767723176,10,1.0,5,38.0,1,4,0,236,-1.0750092710438974,3,0.5614983849498524,0.7734933492541374,6815
26,-0.5162285232904886,1.0342675164093815,8,1.0,0,38.0,0,4,0,237,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6815
51,-0.0009776075486898122,1.9115068462392626,4,1.0,58,45.0,0,5,1,238,0.21656894161404308,3,0.5614983849498524,0.7734933492541374,6815
74,-0.0009776075486898122,-1.0979114102604683,2,1.0,36,20.0,0,0,4,239,-2.366587483701838,3,0.5614983849498524,0.7734933492541374,6815
