match_event_id,location_x,location_y,remaining_min,power_of_shot,knockout_match,game_season,remaining_sec,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,home/away,shot_id_number,type_of_shot,type_of_combined_shot,lat,lng,date
381,9.0,40.0,10,4,0,2000,52,24.0,0,0,1,4,0,136,34,3,42.982923,-71.44609399999999,6825
426,-84.0,82.0,6,4,0,2000,34,31.0,0,2,4,2,0,137,34,3,42.982923,-71.44609399999999,6825
444,9.0,59.0,4,4,0,2000,57,25.0,0,0,1,4,0,138,17,3,42.982923,-71.44609399999999,6825
254,0.0,0.0,3,4,0,2000,28,20.0,1,0,0,4,0,139,34,1,42.982923,-71.44609399999999,6825
488,9.0,59.0,1,4,0,2000,38,25.0,1,0,1,4,0,140,44,3,42.982923,-71.44609399999999,6825
493,0.0,0.0,1,4,0,2000,3,20.0,0,0,0,4,0,142,34,5,42.982923,-71.44609399999999,6825
34,0.0,0.0,7,1,0,2000,43,20.0,0,0,0,4,0,143,4,3,42.982923,-71.44609399999999,6823
77,0.0,0.0,3,1,0,2000,8,20.0,1,0,0,4,0,145,34,1,42.982923,-71.44609399999999,6823
86,129.0,-4.0,2,1,0,2000,25,32.0,1,5,4,2,0,146,34,3,42.982923,-71.44609399999999,6823
93,-98.0,97.0,0,1,0,2000,48,33.0,1,2,4,2,0,147,0,3,42.982923,-71.44609399999999,6823
108,167.0,78.0,11,2,0,2000,16,38.0,0,5,4,0,0,148,11,3,42.982923,-71.44609399999999,6823
118,108.0,249.0,10,2,0,2000,19,47.0,0,4,5,1,0,149,34,3,42.982923,-71.44609399999999,6823
129,100.0,175.0,9,2,0,2000,7,40.0,1,4,4,0,0,151,34,3,42.982923,-71.44609399999999,6823
199,0.0,0.0,1,2,0,2000,54,20.0,0,0,0,4,0,154,39,3,42.982923,-71.44609399999999,6823
219,0.0,0.0,5,2,0,2000,28,20.0,0,0,0,4,0,155,4,3,42.982923,-71.44609399999999,6823
243,115.0,169.0,10,3,0,2000,23,40.0,0,4,4,0,0,157,34,3,42.982923,-71.44609399999999,6823
303,1.0,72.0,5,3,0,2000,23,27.0,0,0,1,4,0,158,34,3,42.982923,-71.44609399999999,6823
352,0.0,0.0,0,3,0,2000,37,20.0,1,0,0,4,0,160,32,3,42.982923,-71.44609399999999,6823
360,113.0,230.0,5,3,0,2000,43,45.0,1,4,5,1,0,161,34,3,42.982923,-71.44609399999999,6823
368,0.0,0.0,10,4,0,2000,28,20.0,1,0,0,-1,0,162,34,4,42.982923,-71.44609399999999,6823
371,0.0,0.0,10,4,0,2000,11,20.0,1,0,0,4,0,163,12,3,42.982923,-71.44609399999999,6823
416,0.0,0.0,5,4,0,2000,37,20.0,0,0,0,4,0,164,39,3,42.982923,-71.44609399999999,6823
2,98.0,194.0,11,1,0,2000,42,41.0,1,4,4,0,1,166,54,3,38.567296,-121.45663799999998,6821
5,-117.0,184.0,5,1,0,2000,7,41.0,0,1,4,0,1,167,34,3,38.567296,-121.45663799999998,6821
24,7.383876043,-2.0,8,1,0,2000,53,36.0,0,2,4,0,1,168,34,3,38.567296,-121.45663799999998,6821
31,70.0,36.0,8,1,0,2000,16,27.0,0,0,1,4,1,169,34,3,38.567296,-121.45663799999998,6821
34,0.0,0.0,7,1,0,2000,43,33.44888431,0,0,0,4,1,170,34,4,38.567296,-121.45663799999998,6821
70,-37.0,42.0,2,1,0,2000,47,25.0,1,-1,1,4,1,171,12,3,38.567296,-121.45663799999998,6821
79,163.0,116.0,1,1,0,2000,28,40.0,0,5,4,0,1,173,2,3,38.567296,-121.45663799999998,6821
139,113.0,179.0,8,2,0,2000,13,41.0,1,4,4,0,1,174,11,3,38.567296,-121.45663799999998,6821
150,169.0,-2.0,6,2,0,2000,27,36.0,1,5,4,0,1,175,34,3,38.567296,-121.45663799999998,6821
200,91.0,156.0,0,2,0,2000,52,38.0,0,-1,4,0,1,176,34,3,38.567296,-121.45663799999998,6821
209,134.0,93.0,0,2,0,2000,19,36.0,0,5,4,0,1,177,34,3,38.567296,-121.45663799999998,6821
212,47.0,477.0,0,2,0,2000,0,67.0,0,3,3,3,1,178,34,3,38.567296,-121.45663799999998,6821
240,11.0,137.0,8,3,0,2000,52,33.0,0,0,1,-1,1,179,34,3,38.567296,-121.45663799999998,6821
304,199.0,13.0,2,3,0,2000,55,39.0,0,5,4,0,1,180,36,3,38.567296,-121.45663799999998,6821
323,7.383876043,236.0,0,3,0,2000,1,44.0,0,4,5,1,1,181,34,3,38.567296,-121.45663799999998,6821
341,11.0,247.0,5,4,0,2000,18,44.0,0,0,5,1,1,183,34,3,38.567296,-121.45663799999998,6821
254,-103.0,230.0,5,4,0,2000,43,45.0,0,1,5,-1,1,184,34,3,38.567296,-121.45663799999998,6821
437,-31.0,247.0,0,4,0,2000,2,44.0,1,-1,5,1,1,185,24,3,38.567296,-121.45663799999998,6821
478,-10.0,99.0,2,5,0,2000,5,29.0,1,0,1,2,1,186,46,3,38.567296,-121.45663799999998,6821
480,13.0,100.0,2,5,0,2000,28,30.0,0,0,1,2,1,187,4,3,38.567296,-121.45663799999998,6821
498,-73.0,200.0,0,5,0,2000,24,41.0,1,1,4,0,1,188,11,3,38.567296,-121.45663799999998,6821
18,7.383876043,184.0,10,1,0,2000,5,39.0,1,1,4,0,1,189,49,3,39.739968,-104.95401299999999,6819
25,188.0,177.0,9,1,0,2000,7,45.0,0,4,-1,1,1,190,34,3,39.739968,-104.95401299999999,6819
31,0.0,0.0,8,1,0,2000,15,20.0,0,0,0,4,1,191,4,3,39.739968,-104.95401299999999,6819
254,-128.0,137.0,4,1,0,2000,22,38.0,0,1,4,0,1,194,3,3,39.739968,-104.95401299999999,6819
73,0.0,0.0,4,1,0,2000,9,20.0,1,0,0,4,1,195,1,3,39.739968,-104.95401299999999,6819
112,1.0,93.0,11,2,0,2000,19,29.0,0,0,1,2,1,197,34,3,39.739968,-104.95401299999999,6819
158,115.0,160.0,6,2,0,2000,51,39.0,1,4,4,0,1,198,34,3,39.739968,-104.95401299999999,6819
162,159.0,200.0,6,2,0,2000,11,45.0,1,4,5,1,1,199,53,3,39.739968,-104.95401299999999,6819
238,167.0,0.0,0,2,0,2000,28,36.0,0,5,4,0,1,200,34,3,39.739968,-104.95401299999999,6819
246,-162.0,245.0,11,3,0,2000,17,49.0,0,1,5,1,1,201,34,3,39.739968,-104.95401299999999,6819
269,167.0,-6.0,8,3,0,2000,35,36.0,0,5,4,0,1,203,34,3,39.739968,-104.95401299999999,6819
285,-4.0,150.0,6,3,0,2000,24,35.0,1,0,4,2,1,204,34,3,39.739968,-104.95401299999999,6819
311,237.0,19.0,3,3,0,2000,21,33.44888431,1,5,6,-1,1,206,5,3,39.739968,-104.95401299999999,6819
333,-229.0,19.0,0,3,0,2000,47,33.44888431,1,2,2,1,1,207,36,3,39.739968,-104.95401299999999,6819
350,0.0,0.0,11,4,0,2000,10,20.0,0,0,0,4,1,208,4,3,39.739968,-104.95401299999999,6819
398,0.0,0.0,7,4,0,2000,10,20.0,1,0,0,4,1,209,24,3,39.739968,-104.95401299999999,6819
448,37.0,82.0,1,4,0,2000,18,28.0,1,0,1,2,1,212,34,3,39.739968,-104.95401299999999,6819
450,-42.0,87.0,0,4,0,2000,46,29.0,0,-1,1,2,1,213,34,3,39.739968,-104.95401299999999,6819
17,28.0,247.0,9,1,0,2000,3,44.0,0,0,5,1,0,214,34,3,42.982923,-71.44609399999999,6818
48,7.0,91.12693349999999,6,1,0,2000,10,29.0,0,-1,1,2,0,215,41,3,42.982923,-71.44609399999999,6818
83,0.0,0.0,3,1,0,2000,10,20.0,1,-1,0,4,0,216,12,3,42.982923,-71.44609399999999,6818
114,0.0,0.0,0,1,0,2000,13,20.0,0,0,0,4,0,217,39,3,42.982923,-71.44609399999999,6818
153,0.0,0.0,7,2,0,2000,28,20.0,1,0,0,4,0,218,12,3,42.982923,-71.44609399999999,6818
166,115.0,135.0,6,2,0,2000,3,37.0,0,4,4,0,0,219,54,3,42.982923,-71.44609399999999,6818
213,142.0,184.0,0,3,0,2000,44,43.0,0,4,4,0,0,220,34,3,42.982923,-71.44609399999999,6818
224,0.0,0.0,11,3,0,2000,24,20.0,1,0,0,4,0,221,34,1,42.982923,-71.44609399999999,6818
229,0.0,0.0,10,3,0,2000,19,20.0,1,0,0,4,0,222,39,3,42.982923,-71.44609399999999,6818
231,79.0,163.0,9,3,0,2000,45,38.0,0,4,4,0,0,223,34,3,42.982923,-71.44609399999999,6818
251,142.0,141.0,7,3,0,2000,22,40.0,1,4,4,0,0,224,45,3,42.982923,-71.44609399999999,6818
257,30.0,125.0,5,3,0,2000,43,32.0,0,0,1,2,0,225,40,3,42.982923,-71.44609399999999,6818
276,-60.0,97.0,4,3,0,2000,55,31.0,1,2,1,2,0,226,44,3,42.982923,-71.44609399999999,6818
302,0.0,0.0,1,3,0,2000,34,20.0,0,0,0,4,0,227,34,4,42.982923,-71.44609399999999,6818
330,115.0,245.0,11,4,0,2000,13,47.0,0,4,5,1,0,229,34,3,42.982923,-71.44609399999999,6818
334,-132.0,184.0,10,4,0,2000,52,33.44888431,0,1,4,0,0,230,37,3,42.982923,-71.44609399999999,6818
342,0.0,0.0,10,4,0,2000,12,20.0,0,0,0,4,0,231,34,4,42.982923,-71.44609399999999,6818
344,0.0,0.0,10,4,0,2000,8,20.0,0,0,0,4,0,232,34,4,42.982923,-71.44609399999999,6818
437,-25.0,76.0,2,4,0,2000,28,28.0,1,0,1,2,0,233,34,3,42.982923,-71.44609399999999,6818
440,-145.0,108.0,1,4,0,2000,37,38.0,0,1,4,0,0,234,11,3,42.982923,-71.44609399999999,6818
454,-208.0,-29.0,0,4,0,2000,31,41.0,0,2,4,0,0,235,45,3,42.982923,-71.44609399999999,6818
10,-105.0,148.0,10,1,0,2000,5,38.0,1,1,4,0,0,236,19,3,42.982923,-71.44609399999999,6815
26,-48.0,175.0,8,1,0,2000,0,38.0,0,0,4,0,0,237,34,3,42.982923,-71.44609399999999,6815
51,7.383876043,247.0,4,1,0,2000,58,45.0,0,0,5,1,0,238,34,3,42.982923,-71.44609399999999,6815
74,7.383876043,0.0,2,1,0,2000,36,20.0,1,0,0,4,0,239,4,3,42.982923,-71.44609399999999,6815
81,0.0,0.0,2,1,0,2000,20,20.0,0,0,0,4,0,240,34,4,42.982923,-71.44609399999999,6815
84,0.0,0.0,2,1,0,2000,8,20.0,1,0,0,4,0,241,12,3,42.982923,-71.44609399999999,6815
87,142.0,226.0,1,1,0,2000,43,46.0,1,4,5,1,0,242,5,3,42.982923,-71.44609399999999,6815
121,0.0,0.0,10,2,0,2000,17,20.0,1,0,0,4,0,243,34,1,42.982923,-71.44609399999999,6815
134,-63.0,171.0,9,2,0,2000,16,38.0,1,1,4,0,0,244,34,3,42.982923,-71.44609399999999,6815
192,0.0,0.0,3,2,0,2000,34,20.0,1,0,0,4,0,245,34,1,42.982923,-71.44609399999999,6815
202,64.0,91.12693349999999,2,2,0,2000,30,38.0,1,4,4,0,0,246,6,3,42.982923,-71.44609399999999,6815
241,0.0,0.0,9,3,0,2000,52,20.0,1,0,0,4,0,247,34,1,42.982923,-71.44609399999999,6815
246,0.0,0.0,9,3,0,2000,12,33.44888431,1,0,0,4,0,248,4,3,42.982923,-71.44609399999999,6815
271,115.0,236.0,6,3,0,2000,31,46.0,1,4,5,1,0,249,52,3,42.982923,-71.44609399999999,6815
254,163.0,7.0,5,3,0,2000,20,36.0,0,5,-1,0,0,251,34,3,42.982923,-71.44609399999999,6815
331,0.0,0.0,2,3,0,2000,6,20.0,0,0,0,4,0,252,39,3,42.982923,-71.44609399999999,6815
333,0.0,0.0,2,3,0,2000,0,20.0,1,0,0,4,0,253,34,4,42.982923,-71.44609399999999,6815
342,0.0,91.12693349999999,1,3,0,2000,26,33.44888431,1,0,0,4,0,254,39,3,42.982923,-71.44609399999999,6815
8,64.0,40.0,10,1,0,2000,33,27.0,0,0,-1,4,0,255,16,3,42.982923,-71.44609399999999,6813
45,-105.0,-2.0,7,1,0,2000,33,30.0,1,-1,4,2,0,256,44,3,42.982923,-71.44609399999999,6813
60,0.0,0.0,5,1,0,2000,52,20.0,1,0,0,4,0,258,34,4,42.982923,-71.44609399999999,6813
254,64.0,95.0,3,1,0,2000,56,31.0,1,5,1,2,0,259,30,3,42.982923,-71.44609399999999,6813
107,-132.0,2.0,1,1,0,2000,4,33.0,1,2,4,2,0,261,7,3,42.982923,-71.44609399999999,6813
252,0.0,0.0,9,3,0,2000,45,20.0,1,0,0,4,0,263,56,3,42.982923,-71.44609399999999,6813
276,-132.0,154.0,6,3,0,2000,24,40.0,0,1,-1,0,0,265,34,3,42.982923,-71.44609399999999,6813
279,0.0,0.0,5,3,0,2000,58,20.0,1,0,0,4,0,266,39,3,42.982923,-71.44609399999999,6813
315,235.0,23.0,2,3,0,2000,42,43.0,0,5,6,1,0,268,19,3,42.982923,-71.44609399999999,6813
254,28.0,175.0,0,3,0,2000,21,37.0,1,0,4,0,0,269,34,3,42.982923,-71.44609399999999,6813
356,184.0,171.0,11,4,0,2000,38,45.0,1,4,5,1,0,270,44,3,42.982923,-71.44609399999999,6813
373,127.0,61.0,9,4,0,2000,50,34.0,0,5,4,2,0,271,34,3,42.982923,-71.44609399999999,6813
377,28.0,89.0,9,4,0,2000,36,29.0,1,0,1,2,0,272,15,3,42.982923,-71.44609399999999,6813
395,-84.0,213.0,7,4,0,2000,30,42.0,1,1,4,0,0,273,34,3,42.982923,-71.44609399999999,6813
418,-119.0,144.0,5,4,0,2000,24,38.0,1,-1,4,0,0,274,44,3,42.982923,-71.44609399999999,6813
14,0.0,110.0,10,1,0,2000,25,31.0,0,0,1,2,1,275,34,3,42.982923,-71.44609399999999,6810
47,0.0,0.0,7,1,0,2000,14,33.44888431,1,0,0,4,1,276,4,3,34.189593,-118.471724,6810
52,127.0,91.12693349999999,6,1,0,2000,17,35.0,0,5,4,2,1,277,34,3,34.189593,-118.471724,6810
57,-143.0,219.0,5,1,0,2000,44,46.0,1,1,5,1,1,278,34,3,34.189593,-118.471724,6810
155,77.0,141.0,7,2,0,2000,18,36.0,1,4,4,0,1,280,34,3,34.189593,-118.471724,6810
161,-6.0,70.0,6,2,0,2000,35,27.0,1,0,1,4,1,281,44,3,34.189593,-118.471724,6810
215,0.0,91.12693349999999,2,2,0,2000,8,20.0,1,0,-1,4,1,283,4,3,34.189593,-118.471724,6810
218,0.0,0.0,1,2,0,2000,39,20.0,1,0,0,4,1,284,39,3,34.189593,-118.471724,6810
228,144.0,215.0,5,2,0,2000,36,45.0,1,4,5,1,1,285,34,3,34.189593,-118.471724,6810
255,-63.0,177.0,11,3,0,2000,24,38.0,0,1,4,0,1,286,45,3,34.189593,-118.471724,6810
287,7.383876043,259.0,7,3,0,2000,20,47.0,0,4,5,1,1,287,34,3,34.189593,-118.471724,6810
309,-48.0,78.0,4,3,0,2000,53,29.0,1,2,1,2,1,288,15,3,34.189593,-118.471724,6810
315,153.0,91.12693349999999,3,3,0,2000,42,45.0,0,4,5,1,1,289,34,3,34.189593,-118.471724,6810
325,-56.0,21.0,2,3,0,2000,15,25.0,1,0,1,4,1,290,55,3,34.189593,-118.471724,6810
343,0.0,0.0,0,3,0,2000,54,20.0,0,0,0,4,1,291,4,3,34.189593,-118.471724,6810
370,201.0,11.0,11,4,0,2000,7,40.0,1,5,4,0,1,292,21,3,34.189593,-118.471724,6810
15,7.383876043,34.0,9,1,0,2000,42,44.0,1,5,6,1,0,294,34,3,42.982923,-71.44609399999999,6809
79,123.0,232.0,5,1,0,2000,0,46.0,1,4,5,1,0,295,34,3,42.982923,-71.44609399999999,6809
91,-157.0,137.0,3,1,0,2000,30,40.0,1,1,4,0,0,296,34,3,42.982923,-71.44609399999999,6809
135,138.0,110.0,11,2,0,2000,8,37.0,0,4,4,0,0,297,34,3,42.982923,-71.44609399999999,6809
166,102.0,137.0,8,2,0,2000,40,37.0,0,4,4,0,0,298,34,3,42.982923,-71.44609399999999,6809
223,186.0,17.0,3,2,0,2000,47,38.0,0,5,4,0,0,302,34,3,42.982923,-71.44609399999999,6809
